ec2_count,ec2_total_memory,ec2_total_vcpu,rds_count,rds_total_memory,rds_multi_az,ebs_volume_count,ebs_total_gb,s3_bucket_count,s3_total_gb,has_nat_gateway,has_load_balancer,total_resources,monthly_cost
5,68.0,14,4,88.0,0,14,7985,8,40870,0,0,31,4068.31
10,158.0,56,1,2.0,1,19,6831,3,14806,0,1,34,4589.74
5,54.5,12,3,66.0,0,19,10673,0,0,1,1,29,2626.97
5,92.0,20,5,25.0,0,19,10307,2,11605,0,0,31,4084.99
5,84.0,16,4,14.0,0,15,6203,5,35412,1,0,30,4005.02
2,80.0,12,1,4.0,0,9,4595,4,24724,1,0,17,2520.76
3,42.0,14,5,101.0,0,4,1951,2,4987,1,0,15,2226.48
9,135.0,26,1,16.0,0,10,6495,1,9729,1,1,23,2196.83
3,136.0,18,0,0.0,1,3,953,0,0,1,1,8,1302.45
5,168.0,38,4,128.0,0,5,1850,5,24780,0,1,20,3364.43
3,69.0,20,5,60.0,1,2,749,6,31733,0,1,17,2732.26
0,0.0,0,3,76.0,1,11,6001,4,16358,0,1,19,3323.63
1,16.0,8,3,80.0,1,6,2326,7,25398,1,0,18,3100.96
1,0.5,2,1,4.0,0,19,7291,5,23651,1,0,27,1892.02
7,86.0,26,1,32.0,1,2,893,4,11503,1,1,16,1713.36
0,0.0,0,0,0.0,1,8,5789,9,54172,1,0,18,2033.77
2,32.0,12,3,72.0,0,12,5727,4,12456,0,1,22,3618.8
8,176.0,46,0,0.0,1,7,5387,9,32116,1,0,25,3837.73
8,177.0,46,1,8.0,1,11,4536,9,41212,1,0,30,3656.81
0,0.0,0,1,1.0,1,12,6477,9,50812,1,0,23,1653.69
0,0.0,0,4,68.0,1,9,4498,4,12238,0,0,17,2526.02
5,66.0,20,3,35.0,0,10,6691,0,0,1,0,19,2038.56
2,48.0,8,2,64.0,1,16,7698,10,67989,0,0,30,4398.08
4,176.0,36,5,112.0,1,17,7949,4,16488,0,1,31,5808.15
1,8.0,4,1,1.0,1,10,6007,7,21372,1,1,21,1809.49
3,64.5,10,1,64.0,1,2,733,10,46851,1,1,18,2709.6
3,37.0,12,2,18.0,1,13,8643,4,27211,1,1,24,2983.91
6,80.0,20,1,16.0,0,12,8182,6,24048,1,1,27,3879.54
9,121.0,38,2,40.0,1,0,0,7,43159,0,0,18,2539.48
2,40.0,6,1,32.0,0,17,9695,10,43498,1,1,32,3484.08
2,32.0,16,3,68.0,1,19,9159,0,0,0,0,24,4278.84
10,302.0,72,0,0.0,1,19,9582,6,23011,1,0,36,4911.47
10,77.0,28,5,88.0,0,3,2582,10,50477,1,0,29,3233.99
6,66.5,16,3,28.0,1,8,3744,2,11005,1,0,20,1976.59
6,117.0,24,2,68.0,0,20,10296,7,28276,1,0,36,4395.97
9,49.0,26,2,12.0,0,14,6693,1,1307,0,1,27,2138.53
7,208.0,44,3,96.0,0,16,6792,5,34134,1,0,32,4752.81
0,0.0,0,2,40.0,1,18,10350,2,7078,1,1,24,3206.37
9,69.0,26,5,232.0,0,11,4475,4,19690,0,1,30,3574.21
6,73.0,26,2,6.0,1,10,6491,1,5782,1,0,20,2274.73
2,40.0,6,3,33.0,1,2,1726,4,18096,0,0,11,1640.31
2,24.0,8,0,0.0,0,14,7151,8,28835,0,0,24,1862.12
2,34.0,6,3,65.0,1,1,480,7,40852,1,1,15,2758.82
2,32.0,8,2,16.0,1,7,4585,4,8481,0,1,16,1617.52
5,113.5,26,1,4.0,1,11,5677,1,1063,1,0,19,2345.33
0,0.0,0,0,0.0,1,16,6841,8,37129,0,0,24,3158.68
8,186.0,48,4,15.0,0,20,8476,5,29343,0,0,37,3753.03
4,41.0,14,4,106.0,1,6,2829,5,29623,1,0,20,3540.83
1,8.0,2,0,0.0,1,5,3581,2,11945,0,1,9,822.25
3,35.0,12,3,88.0,1,18,9358,4,19053,0,0,28,4031.91
6,120.0,24,2,80.0,0,7,3894,1,6234,1,1,18,2970.8
5,83.5,18,5,76.0,1,20,11146,0,0,1,0,31,5469.52
8,141.0,32,5,54.0,1,20,10371,7,51856,0,1,41,5725.07
5,94.0,18,2,48.0,0,8,3921,5,27245,0,1,21,2803.4
2,32.0,6,5,88.0,0,9,5834,2,8979,1,1,20,2976.47
3,132.0,34,0,0.0,1,20,11163,10,57564,0,0,33,4080.13
0,0.0,0,3,33.0,0,9,5119,8,35627,0,0,20,2340.9
3,160.0,36,4,58.0,1,9,3773,8,49714,1,0,25,4258.71
0,0.0,0,4,58.0,0,20,11000,10,42881,0,0,34,3527.96
0,0.0,0,0,0.0,0,12,6647,6,17005,0,0,18,1565.04
4,82.0,22,2,24.0,1,20,9783,0,0,1,0,27,2720.92
2,9.0,4,2,80.0,0,4,1463,4,20203,0,0,12,1569.72
10,109.0,28,4,176.0,1,8,5025,9,38405,1,1,33,6648.72
1,4.0,2,3,48.0,1,19,10020,5,38912,1,1,30,3762.23
3,88.0,24,5,115.0,1,3,1537,5,35684,0,1,17,3674.29
2,72.0,10,3,38.0,1,8,3959,6,25321,0,0,19,2426.72
5,168.0,34,5,108.0,1,4,1520,5,24386,0,0,19,4360.31
10,120.5,38,2,40.0,0,20,12903,6,15232,1,0,39,4258.85
4,88.0,20,5,69.0,0,8,4344,3,3916,0,0,20,2088.54
9,124.5,40,1,4.0,1,15,8332,7,19199,0,1,33,3110.87
2,9.0,6,2,2.0,1,11,4949,5,18624,1,1,22,1759.46
0,0.0,0,0,0.0,1,2,583,1,172,0,0,3,298.84
6,130.0,32,1,8.0,0,4,2340,10,50035,1,0,22,2643.97
5,112.0,32,3,44.0,0,2,1401,5,14791,0,1,16,2170.51
9,141.0,32,0,0.0,0,11,5822,3,9918,1,0,24,2820.77
9,122.0,42,3,26.0,0,16,7682,2,9382,1,1,32,3633.07
10,175.0,44,0,0.0,0,16,7547,8,50423,0,0,34,3045.91
0,0.0,0,5,115.0,0,16,7664,4,19103,0,0,25,3528.33
9,156.0,40,2,10.0,0,3,1557,7,32423,0,1,22,2445.07
5,176.5,30,0,0.0,0,1,804,1,9501,0,0,7,1446.51
2,48.0,12,3,20.0,0,8,2786,2,11313,1,0,16,1857.7
8,123.0,26,5,122.0,0,13,6627,4,14043,0,0,30,3754.23
5,128.0,34,2,18.0,0,2,641,0,0,1,0,10,1690.61
4,13.5,10,1,32.0,1,5,1456,6,49777,0,1,17,2198.05
5,41.5,12,0,0.0,1,15,8425,5,18779,1,1,27,2298.04
5,46.0,16,0,0.0,1,1,10,9,35001,0,0,15,1088.38
6,77.0,16,3,17.0,0,3,1133,6,37685,0,0,18,1865.55
8,131.0,30,4,116.0,1,7,3579,8,58948,0,0,27,5464.42
4,28.5,8,0,0.0,1,14,7740,10,44278,0,1,29,2671.67
8,129.0,24,5,42.0,1,1,866,8,43090,1,1,24,3038.45
2,20.0,4,1,16.0,1,6,2337,9,40672,1,1,20,1734.57
1,4.0,2,4,73.0,1,13,5225,9,36071,0,0,27,3277.13
1,8.0,2,0,0.0,1,20,9944,6,15355,1,1,29,2222.63
3,28.0,12,0,0.0,0,7,2447,6,40855,1,1,18,1909.76
8,88.5,28,4,58.0,1,2,1072,10,63543,0,0,24,3357.0
9,275.5,66,1,32.0,1,17,10344,7,32663,0,1,35,5949.79
6,104.0,18,1,8.0,0,14,5907,4,15220,1,1,27,1804.74
1,0.5,2,0,0.0,0,14,7209,7,24688,0,1,23,1843.83
5,112.0,26,3,33.0,0,2,687,1,6449,0,0,11,1496.23
1,2.0,2,5,59.0,1,19,9773,3,8397,1,0,29,4257.2
10,204.0,46,3,35.0,0,12,5860,0,0,0,0,25,2854.27
7,145.5,36,0,0.0,0,3,1852,0,0,0,1,11,1839.45
3,96.5,18,4,104.0,0,18,10875,0,0,1,0,26,4464.85
6,97.0,32,0,0.0,0,10,4162,0,0,1,0,17,1808.48
4,98.0,24,0,0.0,1,15,7328,0,0,0,0,19,2063.38
8,49.5,20,0,0.0,0,10,5207,10,44918,1,0,29,2300.0
9,113.0,36,5,94.0,1,10,5059,1,7881,0,1,26,3861.89
3,26.0,8,0,0.0,0,8,4405,10,27560,1,0,22,1966.41
9,147.0,32,1,16.0,1,18,9864,1,7482,0,1,30,4169.19
0,0.0,0,3,32.0,1,4,2932,0,0,0,0,7,1607.13
0,0.0,0,5,53.0,0,20,10912,6,26543,0,1,32,3354.32
10,141.5,36,1,1.0,1,11,6216,2,4775,1,0,25,2800.66
8,174.0,38,5,58.0,0,7,4739,8,39912,1,1,30,3594.84
0,0.0,0,0,0.0,0,14,8672,9,45778,1,0,24,3044.58
9,228.5,72,4,14.0,1,6,2146,6,29580,1,0,26,4166.56
6,84.5,30,2,18.0,1,10,7003,2,9035,0,1,21,2550.87
10,219.0,52,5,96.0,1,19,9313,1,4444,0,0,35,4884.66
0,0.0,0,5,256.0,1,18,11515,4,20990,0,0,27,6868.49
2,16.5,6,2,64.0,1,8,5497,10,53716,0,0,22,3694.05
8,228.5,52,5,144.0,1,19,9628,2,10860,1,1,36,6458.88
2,66.0,18,2,17.0,1,10,3812,2,9829,1,1,18,1834.91
6,95.0,28,5,136.0,1,11,5854,2,15260,0,1,25,5148.22
1,64.0,8,1,4.0,0,19,10329,5,32894,0,1,27,2992.71
6,50.5,18,1,16.0,1,13,7573,5,33238,0,1,26,2877.55
1,16.0,4,5,54.0,0,1,101,7,44223,1,0,15,1778.81
6,88.5,18,1,64.0,1,2,818,6,20202,0,1,16,2091.01
2,36.0,10,3,50.0,1,15,7943,8,50542,1,0,29,3843.36
0,0.0,0,4,138.0,1,0,0,10,48130,1,1,16,3745.78
9,40.5,20,0,0.0,0,13,6853,2,9156,1,1,26,1840.78
9,209.0,58,0,0.0,1,1,203,2,7947,0,0,12,2101.14
2,16.5,6,3,96.0,1,14,9017,8,34101,0,1,28,4672.24
0,0.0,0,0,0.0,0,15,5969,8,36488,1,0,24,2046.15
9,138.0,40,2,20.0,1,10,4704,4,27047,1,1,27,3845.87
4,17.0,10,4,56.0,1,3,1021,0,0,0,0,11,1781.03
4,88.0,20,3,76.0,1,9,5252,10,54272,1,0,27,4519.77
8,160.0,38,3,40.0,0,14,7420,2,6447,1,1,29,3032.69
6,164.0,40,0,0.0,0,13,6507,8,43116,0,0,27,3608.68
5,116.0,22,5,11.0,0,19,7320,7,29895,0,0,36,2797.12
6,90.0,26,1,32.0,1,16,8220,3,14462,1,0,27,3323.55
1,8.0,4,5,152.0,0,15,8719,3,9530,0,1,25,4546.74
10,128.5,36,4,105.0,1,10,4191,5,20436,1,0,30,3836.94
0,0.0,0,2,34.0,1,16,9491,7,21232,0,1,26,2359.48
8,176.0,40,2,96.0,0,10,3525,8,37684,1,0,29,4157.16
10,148.0,44,1,32.0,0,15,7889,6,39662,1,0,33,4186.75
8,120.0,38,0,0.0,1,19,11054,4,15491,1,0,32,4835.87
2,66.0,10,0,0.0,1,8,4439,10,60413,0,0,20,2341.33
0,0.0,0,5,32.0,1,12,6827,2,5753,1,1,21,2840.41
5,108.0,32,1,2.0,1,8,1968,5,11612,1,0,20,1867.11
2,24.0,8,0,0.0,1,1,267,3,16545,0,1,7,774.94
10,188.5,44,0,0.0,1,14,8167,10,43778,0,1,35,3849.31
10,157.0,46,4,100.0,0,16,8478,9,54317,1,0,40,5287.37
8,141.0,36,4,60.0,1,5,3547,0,0,1,0,18,3722.65
7,174.0,36,0,0.0,0,19,9391,2,14432,0,0,28,3618.9
8,181.0,38,4,136.0,0,16,7984,0,0,0,0,28,4028.43
4,20.5,8,2,40.0,1,15,7973,9,45852,0,0,30,3722.71
3,18.0,8,5,22.0,1,5,1976,10,39641,1,1,25,1940.28
3,64.0,10,2,34.0,1,2,988,0,0,0,1,8,1184.67
2,17.0,6,0,0.0,1,13,7302,5,32512,1,0,21,2642.25
9,196.0,32,1,16.0,0,6,3685,4,22963,1,1,22,2882.91
3,76.0,20,2,64.0,1,14,8124,7,30132,0,0,26,3744.75
5,64.0,22,5,80.0,0,11,4481,7,33520,1,1,30,3533.64
9,150.0,38,4,144.0,0,17,7356,3,20376,0,0,33,4681.48
1,16.0,4,5,107.0,1,0,0,0,0,1,0,7,2110.04
6,70.0,26,0,0.0,1,20,7668,3,17889,0,0,29,3564.61
9,121.0,38,5,58.0,1,8,4282,6,37291,0,1,29,4174.51
7,180.0,52,5,36.0,1,18,8866,1,9043,0,1,32,4614.2
10,236.0,62,1,32.0,1,13,6371,0,0,1,1,26,4838.98
0,0.0,0,3,36.0,0,20,10407,9,47090,0,1,33,3778.37
8,122.0,30,4,89.0,1,4,1786,6,23943,0,0,22,3105.05
7,96.0,28,3,104.0,0,12,6968,2,10436,1,1,26,3473.72
0,0.0,0,1,8.0,1,4,2506,6,33597,1,1,13,1618.33
3,14.0,8,5,80.0,0,2,497,10,51275,0,1,21,2446.66
10,212.0,52,0,0.0,1,1,63,8,28967,1,0,20,2499.81
6,53.0,18,5,42.0,0,14,7266,7,27111,0,0,32,2494.12
2,12.0,6,0,0.0,1,18,9087,5,15637,0,1,26,2573.31
7,58.5,22,5,72.0,1,9,5622,0,0,1,0,22,3375.9
2,16.0,8,0,0.0,1,0,0,8,40609,0,1,11,934.44
8,166.5,46,0,0.0,1,18,9511,10,56582,0,0,36,4591.45
0,0.0,0,0,0.0,1,15,6118,0,0,1,0,16,1764.32
3,65.0,14,2,9.0,1,11,7410,2,11674,0,0,18,2387.08
0,0.0,0,1,1.0,0,14,9795,5,25875,1,1,22,2651.63
4,116.0,34,4,78.0,1,20,10054,7,39679,0,1,36,5502.05
6,58.0,16,4,72.0,0,16,6989,6,32744,0,0,32,3364.85
1,32.0,8,1,8.0,1,9,5206,7,37979,1,1,20,2476.02
2,48.0,16,2,18.0,1,7,5023,7,36342,0,1,19,2293.39
6,68.0,24,3,20.0,1,16,9849,1,3763,0,1,27,3455.2
9,157.0,40,1,16.0,0,14,7989,3,10617,0,1,28,3303.38
10,202.0,54,3,19.0,1,12,7765,10,36024,0,1,36,4234.89
6,148.5,30,3,26.0,0,1,580,1,3152,0,1,12,1658.29
4,224.0,40,3,72.0,1,16,8157,10,41292,1,1,35,5323.2
10,132.0,34,4,82.0,1,13,8395,10,49733,1,1,39,5236.75
6,72.5,20,0,0.0,1,16,9703,7,41751,1,0,30,3288.06
9,138.0,36,1,16.0,0,6,2688,7,34741,1,1,25,2483.75
1,64.0,8,3,25.0,0,11,5230,6,29682,1,1,23,2180.31
3,56.0,16,2,9.0,1,15,8206,6,22333,1,0,27,2639.61
5,117.0,36,0,0.0,0,18,9040,2,11721,1,0,26,3566.07
9,282.0,66,4,73.0,0,8,4555,4,15943,1,1,27,4751.75
8,198.0,50,4,52.0,1,9,3774,8,65673,0,0,29,5018.79
1,8.0,2,3,52.0,0,19,9929,8,54253,1,0,32,4070.27
8,157.0,30,4,25.0,1,9,4447,3,18365,0,1,25,2514.18
4,60.0,16,2,68.0,0,10,4616,0,0,0,0,16,2063.23
4,64.0,14,2,72.0,1,15,6928,7,47353,1,1,30,3761.04
4,80.0,20,5,46.0,0,6,2818,4,19069,0,1,20,2101.15
3,26.0,6,4,76.0,0,3,965,4,17048,1,0,15,1712.92
2,96.0,16,3,17.0,0,8,4522,2,7375,1,1,17,2149.84
9,336.0,78,2,36.0,1,0,0,6,32812,0,0,17,4288.99
7,141.0,34,3,104.0,1,6,3142,9,57814,0,1,26,4561.05
3,69.0,12,3,13.0,0,6,3197,2,6679,1,1,16,1628.39
4,120.0,22,4,64.0,0,8,4120,1,6619,1,0,18,2787.65
9,107.5,28,5,82.0,0,13,6225,7,28323,0,0,34,3280.18
1,8.0,2,1,4.0,0,2,1489,1,5551,1,0,6,517.29
2,34.0,10,3,48.0,1,4,2747,2,10957,1,1,13,2161.26
0,0.0,0,0,0.0,1,3,1824,4,17462,0,0,7,655.24
10,154.0,36,5,129.0,1,6,2259,1,4643,1,0,23,4400.69
10,82.0,30,2,5.0,1,6,3849,9,51579,1,0,28,2818.61
0,0.0,0,5,60.0,1,0,0,0,0,0,0,5,1218.52
2,20.0,6,0,0.0,1,8,4058,10,42835,0,0,20,2422.53
9,228.0,54,2,24.0,0,11,3592,0,0,0,1,23,3965.99
1,0.5,2,5,180.0,1,8,3661,9,41259,1,1,25,5579.96
5,64.0,26,2,4.0,1,15,8378,2,8055,0,0,24,2179.51
6,116.5,26,5,61.0,1,3,1532,8,40544,1,1,24,3467.04
5,180.0,42,2,64.0,0,14,5810,2,4605,1,1,25,3373.83
2,9.0,4,1,8.0,0,18,8521,10,63162,0,0,31,3334.23
10,184.5,46,4,70.0,1,10,5854,7,39186,0,0,31,5139.2
0,0.0,0,2,2.0,0,10,5482,1,5970,0,1,14,1039.85
5,86.0,30,4,146.0,1,0,0,10,46543,0,0,19,4313.46
10,167.0,48,1,32.0,1,4,1898,8,36383,0,0,23,3903.14
2,12.0,4,3,52.0,1,7,2099,8,41969,1,0,21,3009.63
7,135.5,40,0,0.0,0,14,6940,10,55193,1,1,33,3836.15
8,156.0,36,1,8.0,0,13,5862,0,0,0,1,23,2382.21
3,34.0,18,5,41.0,1,0,0,9,53713,0,0,17,2560.26
5,57.0,22,3,72.0,1,20,9630,0,0,1,0,29,4394.44
6,224.0,36,5,160.0,0,5,2085,10,45747,1,0,27,4306.17
3,28.0,8,5,109.0,0,3,1976,2,7889,0,1,14,2054.96
8,151.0,34,3,10.0,1,3,1528,1,9930,0,1,16,1849.26
3,35.0,8,2,24.0,0,12,5438,0,0,0,1,18,1161.76
6,126.0,26,3,17.0,0,2,1004,6,22230,1,1,19,1786.48
9,242.0,70,2,34.0,0,18,7502,9,46358,0,1,39,6580.03
2,36.0,10,4,120.0,0,17,8134,6,31110,1,0,30,3900.15
8,196.5,38,0,0.0,1,5,2240,5,27364,1,0,19,2455.61
8,212.0,56,4,92.0,0,20,10527,0,0,0,0,32,4384.12
2,4.5,4,1,8.0,1,20,9887,1,6107,1,0,25,2644.11
4,56.0,16,5,136.0,1,16,7242,6,37159,0,1,32,5317.08
2,10.0,4,4,89.0,0,16,7988,8,26980,0,1,31,3741.63
10,135.0,42,1,16.0,1,3,2228,10,42461,0,0,24,3316.87
3,100.0,18,5,53.0,0,18,8248,9,49254,0,0,35,3642.75
8,115.0,30,4,105.0,1,12,6669,10,47275,1,1,36,6268.41
4,112.5,30,5,84.0,0,16,8178,7,36410,1,1,34,5868.69
10,106.5,32,0,0.0,0,18,8030,7,32705,0,1,36,3066.5
10,210.5,62,2,72.0,0,17,6944,1,3454,1,0,31,4319.11
6,116.0,30,3,88.0,1,8,2776,2,6453,0,1,20,3437.82
2,96.0,20,5,156.0,1,4,1179,10,44979,0,0,21,5142.18
3,84.0,14,5,56.0,0,9,3188,9,39930,0,0,26,2890.63
7,144.5,46,2,10.0,0,20,9792,0,0,0,0,29,4611.8
7,248.0,60,1,2.0,0,10,5053,5,24630,1,0,24,4113.11
5,36.5,18,4,104.0,1,10,4778,8,45469,0,0,27,4139.68
8,244.5,52,3,88.0,1,16,9020,0,0,0,1,28,5285.59
2,16.0,6,3,104.0,1,19,9894,6,40458,1,1,32,5253.19
9,194.0,46,1,64.0,1,20,8593,6,41883,0,1,37,5641.35
9,103.0,32,3,48.0,1,18,9284,9,64875,1,0,40,5215.62
6,164.0,28,5,40.0,1,20,8180,10,52680,0,0,41,4331.03
6,130.0,36,5,48.0,0,18,11072,4,16741,0,1,34,3757.07
3,80.0,18,1,32.0,1,8,2860,10,37420,1,0,23,2940.09
8,220.0,56,1,32.0,1,14,7222,0,0,0,0,23,3886.95
5,64.0,14,5,132.0,0,10,4851,9,46328,1,0,30,3578.78
4,114.0,26,0,0.0,0,16,7016,7,42165,1,0,28,4270.27
8,164.5,38,4,73.0,0,8,3011,10,50721,0,0,30,3445.29
3,76.0,22,3,96.0,1,12,4683,2,2667,0,0,20,3969.16
7,128.5,22,5,121.0,1,4,1734,5,30613,1,0,22,4426.17
5,104.0,24,2,10.0,1,16,7105,0,0,0,1,24,3190.2
3,70.0,20,3,18.0,1,5,1661,4,12278,0,0,15,1454.8
1,4.0,2,5,115.0,1,0,0,9,61375,1,0,16,3688.88
4,42.0,14,2,12.0,1,2,710,10,45546,0,1,19,1871.15
7,168.0,40,0,0.0,0,12,7342,6,22063,0,1,26,3062.55
4,96.0,22,1,4.0,1,17,8047,10,49633,0,0,32,2710.69
5,124.0,24,3,88.0,1,7,3339,8,41904,1,1,25,4398.84
2,65.0,18,1,2.0,0,7,3917,3,14691,1,1,15,1890.77
1,0.5,2,0,0.0,0,13,7031,10,43556,0,0,24,2728.09
1,2.0,2,0,0.0,1,13,6981,5,22048,0,1,20,1568.02
1,8.0,4,0,0.0,1,8,5259,10,45474,0,0,19,2313.05
5,176.0,32,0,0.0,0,10,5218,5,26074,0,0,20,3008.04
8,276.0,44,0,0.0,0,8,5207,10,39555,1,1,28,3608.29
2,96.0,16,1,32.0,1,0,0,4,34275,1,0,8,2197.22
8,72.0,30,3,42.0,1,3,1902,0,0,0,1,15,1987.74
5,50.5,12,2,8.0,1,0,0,7,45899,1,0,15,1510.78
6,116.0,20,2,16.0,1,18,8400,5,23448,1,1,33,3951.49
4,48.5,18,2,40.0,0,11,5072,7,49379,0,0,24,3017.69
3,32.0,8,0,0.0,1,0,0,1,9675,0,0,4,516.73
5,86.5,16,3,44.0,0,9,4099,9,54427,0,1,27,3669.64
3,52.0,14,3,41.0,1,18,9498,0,0,0,0,24,3369.23
10,149.0,38,5,160.0,0,1,828,2,18030,1,1,20,3312.98
0,0.0,0,1,32.0,1,19,9642,6,21902,0,0,26,2461.24
6,132.5,32,4,64.0,1,18,9874,4,21956,0,1,33,4712.43
1,32.0,8,0,0.0,1,1,459,7,22210,0,1,10,1063.47
9,174.0,50,2,3.0,1,8,4091,9,40738,0,1,29,2967.7
10,132.5,40,4,20.0,1,17,6841,7,30808,1,1,40,3801.38
1,16.0,4,1,1.0,0,11,5019,8,30242,0,1,22,1972.28
5,128.0,18,1,16.0,0,19,6782,10,46142,0,0,35,3497.56
6,137.0,34,2,40.0,0,3,343,3,14988,1,1,16,2410.43
4,74.0,16,0,0.0,0,7,4953,5,24803,0,1,17,1866.05
1,4.0,2,0,0.0,0,5,2528,5,30860,0,0,11,935.41
7,212.0,48,3,144.0,1,3,863,0,0,0,0,13,4173.3
3,56.0,14,3,52.0,0,0,0,9,39378,0,1,16,1938.19
4,96.5,26,4,37.0,0,16,8467,3,29582,0,1,28,3427.27
9,232.5,56,2,5.0,0,13,6765,9,42217,1,1,35,4336.62
10,341.5,66,4,104.0,0,12,7535,2,9518,0,1,29,5901.58
6,100.5,22,4,18.0,1,0,0,1,3776,0,0,11,1194.1
1,64.0,8,5,140.0,0,1,668,6,37757,1,1,15,2820.25
6,97.0,30,0,0.0,0,5,2417,9,36012,0,1,21,2366.71
7,36.5,18,4,39.0,1,7,3483,5,20354,0,1,24,2056.75
3,104.0,28,0,0.0,1,4,1905,1,8091,0,0,8,1340.68
2,80.0,12,0,0.0,0,8,3274,10,47441,0,1,21,2373.39
8,146.0,38,5,153.0,1,2,210,10,37362,0,0,25,5113.07
5,50.0,22,3,19.0,1,13,5162,4,17630,1,0,26,2972.82
5,81.0,22,3,32.0,1,2,625,3,15398,1,1,15,2009.33
6,132.0,32,5,68.0,1,18,8324,3,21165,0,0,32,4963.14
3,25.0,8,1,32.0,1,5,2491,10,47279,1,1,21,2299.5
7,115.0,28,1,32.0,0,5,3030,4,19999,1,0,18,2201.84
10,218.0,52,3,49.0,0,4,1291,9,41501,1,0,27,3748.05
8,142.5,42,0,0.0,0,18,8636,2,8621,0,1,29,3086.77
3,37.0,12,0,0.0,1,20,10444,10,44586,0,0,33,2820.09
10,188.0,52,0,0.0,0,8,5788,4,30888,1,0,23,3644.03
4,48.0,16,2,4.0,1,11,4483,2,12069,0,0,19,2113.65
1,8.0,2,5,96.0,0,4,2185,6,35850,0,1,17,2711.51
0,0.0,0,2,68.0,0,0,0,4,8004,0,1,7,753.48
9,224.0,50,0,0.0,1,18,8675,2,7707,1,0,30,4412.2
2,72.0,10,0,0.0,0,0,0,9,54330,1,1,13,1746.07
3,96.5,22,2,17.0,0,3,2148,5,29056,1,1,15,2236.91
5,64.0,20,0,0.0,0,14,6027,3,6763,0,0,22,1301.82
9,136.0,30,4,90.0,0,4,1948,6,21438,0,1,24,2790.17
6,96.0,20,1,8.0,0,2,1318,0,0,1,1,11,1334.11
4,112.0,18,5,120.0,1,3,1407,9,34528,1,1,23,4183.33
10,209.0,58,4,50.0,1,0,0,4,23417,1,1,20,3618.42
2,16.0,4,1,64.0,0,10,5257,5,24025,0,1,19,2710.93
1,32.0,8,5,45.0,0,14,9496,1,6699,1,0,22,3097.22
1,64.0,16,2,9.0,1,12,4691,3,16580,1,0,19,1934.2
0,0.0,0,2,36.0,0,4,1454,0,0,1,1,8,892.64
3,80.5,18,1,32.0,1,14,5664,10,43069,1,1,30,3684.15
3,80.0,20,4,120.0,1,1,36,10,49649,1,1,20,4139.25
1,64.0,8,0,0.0,0,14,9327,8,42976,1,1,25,2776.01
6,152.0,38,4,48.0,0,2,343,10,52200,1,1,24,3219.15
3,50.0,14,3,40.0,0,5,2797,10,55920,0,1,22,2448.06
8,101.0,30,5,129.0,0,5,1498,5,25779,1,1,25,3217.82
1,4.0,2,0,0.0,1,12,5187,3,17227,0,1,17,2035.34
0,0.0,0,2,12.0,0,4,1325,9,52250,0,0,15,1502.43
3,64.0,12,3,13.0,1,17,6599,10,63193,0,1,34,2865.08
8,122.0,40,1,16.0,0,1,702,5,20763,1,0,16,2039.63
10,156.0,42,3,98.0,1,18,10355,9,33866,1,0,41,6312.25
3,112.0,20,5,84.0,0,2,680,7,34239,1,1,19,2576.96
10,71.0,28,1,4.0,1,18,9450,4,19895,0,1,34,2772.5
7,112.0,36,0,0.0,1,9,5494,2,15783,1,0,19,3127.23
6,144.0,36,5,225.0,0,10,4653,5,29774,1,1,28,4733.04
2,17.0,6,3,68.0,0,2,1704,3,16317,0,0,10,1463.52
4,40.5,16,0,0.0,0,5,3037,4,11985,0,1,14,1351.29
6,144.0,40,2,40.0,1,15,8747,7,33213,1,0,31,4788.47
7,113.0,30,5,70.0,1,2,858,6,29255,1,1,22,3548.02
2,48.0,12,0,0.0,1,14,7650,1,9812,0,0,17,2011.38
2,9.0,4,1,16.0,0,3,1968,2,9059,1,0,9,709.71
6,144.0,26,4,112.0,0,18,10203,2,8710,0,1,31,3683.16
9,284.0,68,2,64.0,0,7,4597,8,26450,1,1,28,4647.61
3,68.0,14,0,0.0,0,15,7912,8,34755,0,0,26,3547.93
8,107.0,30,3,42.0,0,18,8096,8,37297,0,0,37,3802.87
4,84.0,16,4,43.0,0,7,2894,3,18990,1,1,20,2595.63
0,0.0,0,5,56.0,1,5,3388,9,40658,1,0,20,2715.96
3,96.0,28,1,32.0,1,1,447,7,35621,0,0,12,2582.44
7,110.0,26,5,103.0,1,19,11187,5,20544,0,0,36,5127.96
10,181.0,44,2,36.0,1,6,3107,9,57446,1,0,28,3891.48
7,162.5,46,0,0.0,0,10,4144,4,18689,1,0,22,2705.08
7,161.5,26,1,4.0,1,16,8027,2,7958,0,0,26,2223.98
0,0.0,0,1,8.0,0,3,1530,0,0,1,0,5,559.75
0,0.0,0,1,1.0,1,1,174,5,25732,1,1,9,713.04
9,93.0,34,3,7.0,1,16,7294,1,9299,0,1,30,2982.86
1,32.0,8,4,56.0,0,17,8283,6,24781,0,1,29,3970.96
1,2.0,2,1,8.0,0,8,4035,8,41707,0,1,19,1648.73
6,92.5,32,3,82.0,1,10,5921,7,35392,0,1,27,4195.11
1,32.0,8,1,2.0,0,7,4422,2,10772,0,1,12,1679.83
2,40.0,10,5,36.0,1,11,6749,9,71058,0,1,28,3830.62
6,142.0,30,1,8.0,1,18,9570,9,40889,0,0,34,3793.94
